Type,Name,Size,Shape,Data Type,Exception,Comment,AcqStamp
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 CTR Shutter',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/position,1,(),bytes1024,True,b'TT41 CTR Shutter',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 CTR Shutter',0
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02,1members,,,,,
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement,3members,,,,,
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 CTR Attenuator 1',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/position,1,(),bytes1024,True,b'TT41 CTR Attenuator 1',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 CTR Attenuator 1',0
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03,1members,,,,,
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement,3members,,,,,
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 CTR Attenuator 2',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/position,1,(),bytes1024,True,b'TT41 CTR Attenuator 2',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 CTR Attenuator 2',0
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04,1members,,,,,
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement,3members,,,,,
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 CTR Attenuator 3',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/position,1,(),bytes1024,True,b'TT41 CTR Attenuator 3',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 CTR Attenuator 3',0
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05,1members,,,,,
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement,3members,,,,,
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 CTR RF Wheel',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/position,1,(),bytes1024,True,b'TT41 CTR RF Wheel',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 CTR RF Wheel',0
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06,1members,,,,,
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement,3members,,,,,
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 OTR Flipper',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/position,1,(),bytes1024,True,b'TT41 OTR Flipper',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 OTR Flipper',0
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07,1members,,,,,
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement,3members,,,,,
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 OTR Diag Mirror H',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/position,1,(),bytes1024,True,b'TT41 OTR Diag Mirror H',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 OTR Diag Mirror H',0
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08,1members,,,,,
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement,3members,,,,,
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 OTR Diag Mirror V',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/position,1,(),bytes1024,True,b'TT41 OTR Diag Mirror V',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 OTR Diag Mirror V',0
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09,1members,,,,,
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement,3members,,,,,
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 Rb Upstream Flipper 1',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/position,1,(),bytes1024,True,b'TT41 Rb Upstream Flipper 1',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 Rb Upstream Flipper 1',0
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10,1members,,,,,
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement,3members,,,,,
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 Rb Upstream Flipper 2',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/position,1,(),bytes1024,True,b'TT41 Rb Upstream Flipper 2',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 Rb Upstream Flipper 2',0
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11,1members,,,,,
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement,3members,,,,,
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 Rb Downstream Flipper 1',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/position,1,(),bytes1024,True,b'TT41 Rb Downstream Flipper 1',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 Rb Downstream Flipper 1',0
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12,1members,,,,,
GROUP,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement,3members,,,,,
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/leftLimitSwitchReached,1,(),bytes1024,True,b'TT41 Rb Downstream Flipper 2',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/position,1,(),bytes1024,True,b'TT41 Rb Downstream Flipper 2',0
DATASET,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/rightLimitSwitchReached,1,(),bytes1024,True,b'TT41 Rb Downstream Flipper 2',0
GROUP,AwakeEventData/PMOTOR01,1members,,,,,
GROUP,AwakeEventData/PMOTOR01/Acquisition,1members,,,,,
DATASET,AwakeEventData/PMOTOR01/Acquisition/position,1,"(1,)",int32,False,b'horizontal MP5',1541962118355105000
GROUP,AwakeEventData/PMOTOR02,1members,,,,,
GROUP,AwakeEventData/PMOTOR02/Acquisition,1members,,,,,
DATASET,AwakeEventData/PMOTOR02/Acquisition/position,1,"(1,)",int32,False,b'vertical MP5',1541962118355105000
GROUP,AwakeEventData/PMOTOR03,1members,,,,,
GROUP,AwakeEventData/PMOTOR03/Acquisition,1members,,,,,
DATASET,AwakeEventData/PMOTOR03/Acquisition/position,1,"(1,)",int32,False,b'horizontal MP4',1541962118355105000
GROUP,AwakeEventData/PMOTOR04,1members,,,,,
GROUP,AwakeEventData/PMOTOR04/Acquisition,1members,,,,,
DATASET,AwakeEventData/PMOTOR04/Acquisition/position,1,"(1,)",int32,False,b'vertical MP4',1541962118355105000
GROUP,AwakeEventData/PMOTOR05,1members,,,,,
GROUP,AwakeEventData/PMOTOR05/Acquisition,1members,,,,,
DATASET,AwakeEventData/PMOTOR05/Acquisition/position,1,"(1,)",int32,False,b'horizontal MP3',1541962118355105000
GROUP,AwakeEventData/PMOTOR06,1members,,,,,
GROUP,AwakeEventData/PMOTOR06/Acquisition,1members,,,,,
DATASET,AwakeEventData/PMOTOR06/Acquisition/position,1,"(1,)",int32,False,b'vertical MP3',1541962118355105000
GROUP,AwakeEventData/PMOTOR13,1members,,,,,
GROUP,AwakeEventData/PMOTOR13/Acquisition,1members,,,,,
DATASET,AwakeEventData/PMOTOR13/Acquisition/position,1,"(1,)",int32,False,b'vertical MP2',1541962118355105000
GROUP,AwakeEventData/PMOTOR14,1members,,,,,
GROUP,AwakeEventData/PMOTOR14/Acquisition,1members,,,,,
DATASET,AwakeEventData/PMOTOR14/Acquisition/position,1,"(1,)",int32,False,b'horizontal MP2',1541962118355105000
GROUP,AwakeEventData/PMOTOR15,1members,,,,,
GROUP,AwakeEventData/PMOTOR15/Acquisition,1members,,,,,
DATASET,AwakeEventData/PMOTOR15/Acquisition/position,1,"(1,)",int32,False,b'horizontal MP1',1541962118355105000
GROUP,AwakeEventData/PMOTOR16,1members,,,,,
GROUP,AwakeEventData/PMOTOR16/Acquisition,1members,,,,,
DATASET,AwakeEventData/PMOTOR16/Acquisition/position,1,"(1,)",int32,False,b'vertical MP1',1541962118355105000
GROUP,AwakeEventData/Plunger.412401,2members,,,,,
GROUP,AwakeEventData/Plunger.412401/StartCounterSt,1members,,,,,
DATASET,AwakeEventData/Plunger.412401/StartCounterSt/value,1,"(1,)",int32,False,b'Plunger counter',1541952520254000000
GROUP,AwakeEventData/Plunger.412401/State,1members,,,,,
DATASET,AwakeEventData/Plunger.412401/State/value,1,"(1,)",int16,False,b'Plunger state',1541952518970000000
GROUP,AwakeEventData/Plunger.412422,2members,,,,,
GROUP,AwakeEventData/Plunger.412422/StartCounterSt,1members,,,,,
DATASET,AwakeEventData/Plunger.412422/StartCounterSt/value,1,"(1,)",int32,False,b'Plunger counter',1541952520255000000
GROUP,AwakeEventData/Plunger.412422/State,1members,,,,,
DATASET,AwakeEventData/Plunger.412422/State/value,1,"(1,)",int16,False,b'Plunger state',1541952515969000000
GROUP,AwakeEventData/RADMON.AWAKE-1,1members,,,,,
GROUP,AwakeEventData/RADMON.AWAKE-1/Acquisition,21members,,,False,b'RADMON 442',1541962118833139000
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType1,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType2,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1HadronFluence,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1MBUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1SEUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2HadronFluence,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2MBUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2SEUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumNeutronFluence,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID1,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID2,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar1,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar2,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar3,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/lParType,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/pinDiodeType,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet1Type,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet2Type,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/radmonStatus,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionNumber,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionType,1,"(1,)",int32,,,
GROUP,AwakeEventData/RADMON.AWAKE-2,1members,,,,,
GROUP,AwakeEventData/RADMON.AWAKE-2/Acquisition,21members,,,False,b'RADMON 426',1541962118833139000
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType1,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType2,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1HadronFluence,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1MBUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1SEUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2HadronFluence,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2MBUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2SEUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumNeutronFluence,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumTID1,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumTID2,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar1,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar2,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar3,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/lParType,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/pinDiodeType,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet1Type,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet2Type,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/radmonStatus,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/revisionNumber,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-2/Acquisition/revisionType,1,"(1,)",int32,,,
GROUP,AwakeEventData/RADMON.AWAKE-3,1members,,,,,
GROUP,AwakeEventData/RADMON.AWAKE-3/Acquisition,21members,,,False,b'RADMON 350',1541962118833139000
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType1,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType2,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1HadronFluence,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1MBUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1SEUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2HadronFluence,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2MBUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2SEUCounts,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumNeutronFluence,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumTID1,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumTID2,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar1,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar2,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar3,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/lParType,1,"(1,)",float64,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/pinDiodeType,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/radfet1Type,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/radfet2Type,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/radmonStatus,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/revisionNumber,1,"(1,)",int32,,,
DATASET,AwakeEventData/RADMON.AWAKE-3/Acquisition/revisionType,1,"(1,)",int32,,,
GROUP,AwakeEventData/RPADA.BB4.RQNI.412432,2members,,,,,
DATASET,AwakeEventData/RPADA.BB4.RQNI.412432/MEAS.I,1,"(1,)",float32,False,b'Exp Quad Current',1541962119012008000
DATASET,AwakeEventData/RPADA.BB4.RQNI.412432/REF.I,1,"(1,)",float32,False,b'Spec. quad setting',1541962119002008000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.412344,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.412344/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.412344/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 412344 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.412345,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.412345/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.412345/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 412345 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.412347,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.412347/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.412347/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 412347 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.412349,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.412349/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.412349/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 412349 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.412353,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.412353/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.412353/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 412353 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430011,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430011/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.430011/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 430011 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430029,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430029/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.430029/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 430029 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430040,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430040/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.430040/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 430040 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430104,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430104/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.430104/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 430104 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430130,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430130/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.430130/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 430130 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430204,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430204/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.430204/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 430204 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430309,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBH.430309/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBH.430309/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron H corr 430309 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.412344,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.412344/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.412344/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 412344 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.412345,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.412345/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.412345/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 412345 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.412347,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.412347/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.412347/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 412347 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.412349,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.412349/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.412349/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 412349 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.412353,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.412353/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.412353/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 412353 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430011,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430011/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.430011/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 430011 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430029,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430029/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.430029/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 430029 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430040,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430040/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.430040/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 430040 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430104,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430104/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.430104/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 430104 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430130,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430130/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.430130/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 430130 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430204,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430204/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.430204/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 430204 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430309,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RCIBV.430309/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RCIBV.430309/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron V corr 430309 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RQID.412344,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RQID.412344/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RQID.412344/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron quad 412344 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RQID.412347,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RQID.412347/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RQID.412347/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron quad 412347 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RQID.430031,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RQID.430031/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RQID.430031/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron quad 430031 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RQID.430037,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RQID.430037/Acquisition,1members,,,,,
